GLAUX_TEXT_ID	TLG	STARTDATE	ENDDATE	AUTHOR_STANDARD	TITLE_STANDARD	GENRE_STANDARD	DIALECT	SOURCE	SOURCE_LICENSE	SOURCE_FORMAT	TOKENS	TM_TEXT	TREEBANK_ANNOTATIONS	ORIGINAL_TREEBANK_LINK	TREEBANK_ANNOTATORS
956	0031-004	1	100	Novum Testamentum	Evangelium secundum Joannem	Religious History	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	18143	3062	PROIEL	https://github.com/proiel/proiel-treebank	Dagmar Wodtko, Marek Majer, Bergthora Aegisdottir, Pål Rykkja Gilbert, Michael Frotscher, Dag Haug, Eirik Welo, Per Kristen Teigen, Hanne Eckhoff, David Sobey, Þorsteinn Vilhjálmsson, Corinna Scheungraber, Angelika Müth, Jana Beck, Sergej Munkvold, Dag Haug
957	0031-005	1	100	Novum Testamentum	Acta apostolorum	Religious History	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	20679	3063	PROIEL	https://github.com/proiel/proiel-treebank	Dagmar Wodtko, Marek Majer, Bergthora Aegisdottir, Pål Rykkja Gilbert, Michael Frotscher, Dag Haug, Eirik Welo, Per Kristen Teigen, Hanne Eckhoff, David Sobey, Þorsteinn Vilhjálmsson, Corinna Scheungraber, Angelika Müth, Jana Beck, Sergej Munkvold, Dag Haug
958	0031-006	1	100	Novum Testamentum	Epistula Pauli ad Romanos	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	8191	3064	PROIEL	https://github.com/proiel/proiel-treebank	Dagmar Wodtko, Marek Majer, Bergthora Aegisdottir, Pål Rykkja Gilbert, Michael Frotscher, Dag Haug, Eirik Welo, Per Kristen Teigen, Hanne Eckhoff, David Sobey, Þorsteinn Vilhjálmsson, Corinna Scheungraber, Angelika Müth, Jana Beck, Sergej Munkvold, Dag Haug
959	0031-007	1	100	Novum Testamentum	Epistula Pauli ad Corinthios i	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	8079	3065	PROIEL	https://github.com/proiel/proiel-treebank	Dagmar Wodtko, Marek Majer, Bergthora Aegisdottir, Pål Rykkja Gilbert, Michael Frotscher, Dag Haug, Eirik Welo, Per Kristen Teigen, Hanne Eckhoff, David Sobey, Þorsteinn Vilhjálmsson, Corinna Scheungraber, Angelika Müth, Jana Beck, Sergej Munkvold, Dag Haug
960	0031-008	1	100	Novum Testamentum	Epistula Pauli ad Corinthios ii	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	5165	3066	PROIEL	https://github.com/proiel/proiel-treebank	Dagmar Wodtko, Marek Majer, Bergthora Aegisdottir, Pål Rykkja Gilbert, Michael Frotscher, Dag Haug, Eirik Welo, Per Kristen Teigen, Hanne Eckhoff, David Sobey, Þorsteinn Vilhjálmsson, Corinna Scheungraber, Angelika Müth, Jana Beck, Sergej Munkvold, Dag Haug
961	0031-009	1	100	Novum Testamentum	Epistula Pauli ad Galatas	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	2613	3067	PROIEL	https://github.com/proiel/proiel-treebank	Dagmar Wodtko, Marek Majer, Bergthora Aegisdottir, Pål Rykkja Gilbert, Michael Frotscher, Dag Haug, Eirik Welo, Per Kristen Teigen, Hanne Eckhoff, David Sobey, Þorsteinn Vilhjálmsson, Corinna Scheungraber, Angelika Müth, Jana Beck, Sergej Munkvold, Dag Haug
962	0031-010	1	100	Novum Testamentum	Epistula Pauli ad Ephesios	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	2703	3068	PROIEL	https://github.com/proiel/proiel-treebank	Dagmar Wodtko, Marek Majer, Bergthora Aegisdottir, Pål Rykkja Gilbert, Michael Frotscher, Dag Haug, Eirik Welo, Per Kristen Teigen, Hanne Eckhoff, David Sobey, Þorsteinn Vilhjálmsson, Corinna Scheungraber, Angelika Müth, Jana Beck, Sergej Munkvold, Dag Haug
963	0031-011	1	100	Novum Testamentum	Epistula Pauli ad Philippenses	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	1873	3069	PROIEL	https://github.com/proiel/proiel-treebank	Dagmar Wodtko, Marek Majer, Bergthora Aegisdottir, Pål Rykkja Gilbert, Michael Frotscher, Dag Haug, Eirik Welo, Per Kristen Teigen, Hanne Eckhoff, David Sobey, Þorsteinn Vilhjálmsson, Corinna Scheungraber, Angelika Müth, Jana Beck, Sergej Munkvold, Dag Haug
964	0031-012	1	100	Novum Testamentum	Epistula Pauli ad Colossenses	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	1803	3070	PROIEL	https://github.com/proiel/proiel-treebank	Dagmar Wodtko, Marek Majer, Bergthora Aegisdottir, Pål Rykkja Gilbert, Michael Frotscher, Dag Haug, Eirik Welo, Per Kristen Teigen, Hanne Eckhoff, David Sobey, Þorsteinn Vilhjálmsson, Corinna Scheungraber, Angelika Müth, Jana Beck, Sergej Munkvold, Dag Haug
965	0031-013	1	100	Novum Testamentum	Epistula Pauli ad Thessalonicenses i	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	1677	3071	PROIEL	https://github.com/proiel/proiel-treebank	Dagmar Wodtko, Marek Majer, Bergthora Aegisdottir, Pål Rykkja Gilbert, Michael Frotscher, Dag Haug, Eirik Welo, Per Kristen Teigen, Hanne Eckhoff, David Sobey, Þorsteinn Vilhjálmsson, Corinna Scheungraber, Angelika Müth, Jana Beck, Sergej Munkvold, Dag Haug
966	0031-014	1	100	Novum Testamentum	Epistula Pauli ad Thessalonicenses ii	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	926	3072	PROIEL	https://github.com/proiel/proiel-treebank	Dagmar Wodtko, Marek Majer, Bergthora Aegisdottir, Pål Rykkja Gilbert, Michael Frotscher, Dag Haug, Eirik Welo, Per Kristen Teigen, Hanne Eckhoff, David Sobey, Þorsteinn Vilhjálmsson, Corinna Scheungraber, Angelika Müth, Jana Beck, Sergej Munkvold, Dag Haug
967	0031-015	1	100	Novum Testamentum	Epistula Pauli ad Timotheum i	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	1897	3073	PROIEL	https://github.com/proiel/proiel-treebank	Dagmar Wodtko, Marek Majer, Bergthora Aegisdottir, Pål Rykkja Gilbert, Michael Frotscher, Dag Haug, Eirik Welo, Per Kristen Teigen, Hanne Eckhoff, David Sobey, Þorsteinn Vilhjálmsson, Corinna Scheungraber, Angelika Müth, Jana Beck, Sergej Munkvold, Dag Haug
968	0031-016	1	100	Novum Testamentum	Epistula Pauli ad Timotheum ii	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	1469	3074	PROIEL	https://github.com/proiel/proiel-treebank	Dagmar Wodtko, Marek Majer, Bergthora Aegisdottir, Pål Rykkja Gilbert, Michael Frotscher, Dag Haug, Eirik Welo, Per Kristen Teigen, Hanne Eckhoff, David Sobey, Þorsteinn Vilhjálmsson, Corinna Scheungraber, Angelika Müth, Jana Beck, Sergej Munkvold, Dag Haug
969	0031-017	1	100	Novum Testamentum	Epistula Pauli ad Titum	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	778	3075	PROIEL	https://github.com/proiel/proiel-treebank	Dagmar Wodtko, Marek Majer, Bergthora Aegisdottir, Pål Rykkja Gilbert, Michael Frotscher, Dag Haug, Eirik Welo, Per Kristen Teigen, Hanne Eckhoff, David Sobey, Þorsteinn Vilhjálmsson, Corinna Scheungraber, Angelika Müth, Jana Beck, Sergej Munkvold, Dag Haug
970	0031-018	1	100	Novum Testamentum	Epistula Pauli ad Philemonem	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	387	3076	PROIEL	https://github.com/proiel/proiel-treebank	Dagmar Wodtko, Marek Majer, Bergthora Aegisdottir, Pål Rykkja Gilbert, Michael Frotscher, Dag Haug, Eirik Welo, Per Kristen Teigen, Hanne Eckhoff, David Sobey, Þorsteinn Vilhjálmsson, Corinna Scheungraber, Angelika Müth, Jana Beck, Sergej Munkvold, Dag Haug
971	0031-019	1	100	Novum Testamentum	Epistula Pauli ad Hebraeos	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	5680	3085	PROIEL	https://github.com/proiel/proiel-treebank	Dagmar Wodtko, Marek Majer, Bergthora Aegisdottir, Pål Rykkja Gilbert, Michael Frotscher, Dag Haug, Eirik Welo, Per Kristen Teigen, Hanne Eckhoff, David Sobey, Þorsteinn Vilhjálmsson, Corinna Scheungraber, Angelika Müth, Jana Beck, Sergej Munkvold, Dag Haug
972	0031-020	1	100	Novum Testamentum	Epistula Jacobi	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	2045	3077	PROIEL	https://github.com/proiel/proiel-treebank	Dagmar Wodtko, Marek Majer, Bergthora Aegisdottir, Pål Rykkja Gilbert, Michael Frotscher, Dag Haug, Eirik Welo, Per Kristen Teigen, Hanne Eckhoff, David Sobey, Þorsteinn Vilhjálmsson, Corinna Scheungraber, Angelika Müth, Jana Beck, Sergej Munkvold, Dag Haug
973	0031-021	1	100	Novum Testamentum	Epistula Petri i	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	1930	3078	PROIEL	https://github.com/proiel/proiel-treebank	Dagmar Wodtko, Marek Majer, Bergthora Aegisdottir, Pål Rykkja Gilbert, Michael Frotscher, Dag Haug, Eirik Welo, Per Kristen Teigen, Hanne Eckhoff, David Sobey, Þorsteinn Vilhjálmsson, Corinna Scheungraber, Angelika Müth, Jana Beck, Sergej Munkvold, Dag Haug
974	0031-022	1	100	Novum Testamentum	Epistula Petri ii	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	1243	3079	NA	NA	NA
975	0031-023	1	100	Novum Testamentum	Epistula Joannis i	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	2444	3080	NA	NA	NA
976	0031-024	1	100	Novum Testamentum	Epistula Joannis ii	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	281	3081	NA	NA	NA
977	0031-025	1	100	Novum Testamentum	Epistula Joannis iii	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	255	3082	PROIEL	https://github.com/proiel/proiel-treebank	Dagmar Wodtko, Marek Majer, Bergthora Aegisdottir, Pål Rykkja Gilbert, Michael Frotscher, Dag Haug, Eirik Welo, Per Kristen Teigen, Hanne Eckhoff, David Sobey, Þorsteinn Vilhjálmsson, Corinna Scheungraber, Angelika Müth, Jana Beck, Sergej Munkvold, Dag Haug
978	0031-026	1	100	Novum Testamentum	Epistula Juda	Religious Epistle	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	528	3083	PROIEL	https://github.com/proiel/proiel-treebank	Dagmar Wodtko, Marek Majer, Bergthora Aegisdottir, Pål Rykkja Gilbert, Michael Frotscher, Dag Haug, Eirik Welo, Per Kristen Teigen, Hanne Eckhoff, David Sobey, Þorsteinn Vilhjálmsson, Corinna Scheungraber, Angelika Müth, Jana Beck, Sergej Munkvold, Dag Haug
979	0031-027	1	100	Novum Testamentum	Apocalypsis Joannis	Religious Prophecy	Koine	https://github.com/morphgnt/sblgnt	CC-BY-SA 3.0	TXT	11113	3084	PROIEL	https://github.com/proiel/proiel-treebank	Dagmar Wodtko, Marek Majer, Bergthora Aegisdottir, Pål Rykkja Gilbert, Michael Frotscher, Dag Haug, Eirik Welo, Per Kristen Teigen, Hanne Eckhoff, David Sobey, Þorsteinn Vilhjálmsson, Corinna Scheungraber, Angelika Müth, Jana Beck, Sergej Munkvold, Dag Haug
980	0648-001	1	100	Onasander	Strategicus	Military		Perseus	CC BY-SA 4.0	XML	13156	8534	NA	NA	NA
983	1247-001	1	100	Pseudo-Cebes	Cebetis tabula	Philosophy		https://www.hs-augsburg.de/~harsch/augustana.html	NA	TXT	5628	6462	NA	NA	NA
985	1068-001	1	100	Res Gestae Divi Augusti	Res gestae	History		Loeb (public domain)	NA	TXT	3066	4432	NA	NA	NA
986	0527-026	1	100	Septuaginta	Machabaeorum iv	Religious Wisdom	Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	9077	3051	NA	NA	NA
988	1701-001	1	100	Testamentum Abrahae	Testamentum Abrahae	Religious Narrative	Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	7953	11378	NA	NA	NA
989	1701-002	1	100	Testamentum Abrahae	Testamentum Abrahae	Religious Narrative	Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	3766	11378	NA	NA	NA
990	1703-001	1	100	Teucer	De duodecim signis	Astronomy/Astrology		https://el.wikisource.org	CC-BY-SA 3.0	TXT	6331	16005	Pedalion Trees	https://github.com/perseids-publications/pedalion-trees/	Carel Weselius, Oggi Peeters, Demi Mortelmans, Louis Mouchenier, Jelle Schelfthout, Koen Crolla, Ruth Van Hecke, Liese Dictus, Nell De Smedt, Alek Keersmaekers, Toon Van Hal
996	1747-001	1	100	Vitae Adam Et Evae	Vita Adam et Evae 	Religious Narrative	Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	5129	3271	NA	NA	NA
998	1765-003	1	100	Vitae Aesopi	Vita Pl vel Accursiana 	Narrative		First1K	CC BY-SA 4.0	XML	14136	15471	NA	NA	NA
999	1765-004	1	100	Vitae Aesopi	Vita 	Narrative		First1K	CC BY-SA 4.0	XML	305	15472	NA	NA	NA
1000	1765-005	1	100	Vitae Aesopi	Βιβλίον μυθικὸν τοῦ Αἰσώπου, εἰκονίζον ἀπὸ τῶν ἀλόγων ζῴων πρὸς τὰς τῆς ἀνθρωπίνης φύσεως πράξεις	Narrative		First1K	CC BY-SA 4.0	XML	170	15473	NA	NA	NA
1001	1765-006	1	100	Vitae Aesopi	Vita G (e cod. 397 Bibliothecae Pierponti Morgan)	Narrative		http://www.physics.ntua.gr/~mourmouras	NA	TXT	20734	4514	Harrington Trees	https://github.com/perseids-publications/harrington-trees	Glenn B. Maur, J. Matthew Harrington
1004	0708-001	1	200	Ammonius	De adfinium vocabulorum differentia	Language		First1K	CC BY-SA 4.0	XML	20021	6940	NA	NA	NA
1008	1148-004	1	200	Antonius Diogenes	De incredibilibus	Narrative		https://dl-dev.uc.pt/handle/10316.2/47487	NA	TXT	201	613	NA	NA	NA
1011	1157-001	1	200	Apocalypsis Esdrae	Apocalypsis Esdrae	Religious Prophecy	Koine	https://el.wikisource.org	CC-BY-SA 3.0	TXT	3092	3389	NA	NA	NA
1013	1168-001	1	200	Apollonius	Lexicon Homericum	Language		http://www.physics.ntua.gr/~mourmouras	NA	TXT	57611	616	NA	NA	NA
1015	0551-002	1	200	Appianus	Basilica	History		Perseus	CC BY-SA 4.0	XML	944		NA	NA	NA
1016	0551-003	1	200	Appianus	Italica	History		Perseus	CC BY-SA 4.0	XML	1273		NA	NA	NA
1017	0551-004	1	200	Appianus	Samnitica	History		Perseus	CC BY-SA 4.0	XML	3991		NA	NA	NA
1018	0551-005	1	200	Appianus	Celtica	History		Perseus	CC BY-SA 4.0	XML	2404		NA	NA	NA
1019	0551-006	1	200	Appianus	Sicelica	History		Perseus	CC BY-SA 4.0	XML	1075		NA	NA	NA
1020	0551-007	1	200	Appianus	Iberica	History		Perseus	CC BY-SA 4.0	XML	18392		NA	NA	NA
1021	0551-008	1	200	Appianus	Annibaica	History		Perseus	CC BY-SA 4.0	XML	11105		NA	NA	NA
1022	0551-009	1	200	Appianus	Libyca	History		Perseus	CC BY-SA 4.0	XML	28924		NA	NA	NA
1023	0551-010	1	200	Appianus	Numidica	History		Perseus	CC BY-SA 4.0	XML	421		NA	NA	NA
1024	0551-011	1	200	Appianus	Macedonica	History		Perseus	CC BY-SA 4.0	XML	4168		NA	NA	NA
1025	0551-012	1	200	Appianus	Illyrica	History		Perseus	CC BY-SA 4.0	XML	5528		NA	NA	NA
1026	0551-013	1	200	Appianus	Syriaca	History		Perseus	CC BY-SA 4.0	XML	15743		NA	NA	NA
1027	0551-014	1	200	Appianus	Mithridatica	History		Perseus	CC BY-SA 4.0	XML	27557		NA	NA	NA
1029	0551-017	1	200	Appianus	Bellum civile	History		Perseus	CC BY-SA 4.0	XML	132704	53	Vanessa Gorman's Ancient Greek Prose Dependency Treebanks	https://github.com/vgorman1/Greek-Dependency-Trees	Vanessa Gorman
1030	0074-001	1	200	Flavius Arrianus	Alexandri anabasis	History		Perseus	CC BY-SA 4.0	XML	86998	65	NA	NA	NA
1031	0074-002	1	200	Flavius Arrianus	Historia Indica	History	Ionic	Perseus	CC BY-SA 4.0	XML	15657	66	NA	NA	NA
1032	0074-003	1	200	Flavius Arrianus	Cynegeticus	History		Perseus	CC BY-SA 4.0	XML	6965	5547	NA	NA	NA
1033	0074-004	1	200	Flavius Arrianus	Periplus ponti Euxini	Geography		Perseus	CC BY-SA 4.0	XML	4975	5550	NA	NA	NA
1034	0074-005	1	200	Flavius Arrianus	Tactica	Military		Perseus	CC BY-SA 4.0	XML	10181	5551	NA	NA	NA
1035	0074-006	1	200	Flavius Arrianus	Acies contra Alanos	History		Perseus	CC BY-SA 4.0	XML	1423	11826	NA	NA	NA
1036	0074-008	1	200	Flavius Arrianus	Epistula ad Lucium Gellium	Epistolography		https://www.hs-augsburg.de/~harsch/augustana.html	NA	TXT	224	6411	NA	NA	NA
1037	1216-001	1	200	Barnabae Epistula	Barnabae epistula	Epistolography		Perseus	CC BY-SA 4.0	XML	7978	2209	NA	NA	NA
1039	0612-001	1	200	Dio Chrysostomus	Orationes	Oratory	Attic/Koine	https://penelope.uchicago.edu	NA	TXT	205573	719	NA	NA	NA
1040	0612-002	1	200	Dio Chrysostomus	Encomium comae	Oratory	Attic/Koine	https://penelope.uchicago.edu	NA	TXT	459	14036	NA	NA	NA
1041	0557-001	1	200	Epictetus	Dissertationes ab Arriano digestae	Philosophy		Perseus	CC BY-SA 4.0	XML	92433	6419	Pedalion Trees	https://github.com/perseids-publications/pedalion-trees/	Jonas Roose, Alek Keersmaekers, Toon Van Hal
1042	0557-002	1	200	Epictetus	Enchiridion	Philosophy		Perseus	CC BY-SA 4.0	XML	6057	6420	NA	NA	NA
1043	0557-003	1	200	Epictetus	Dissertationum Epictetearum sive ab Arriano sive ab aliis digestarum fragmenta	Philosophy		Perseus	CC BY-SA 4.0	XML	4771	6567	NA	NA	NA
1044	0557-004	1	200	Epictetus	Gnomologium Epicteteum	Philosophy		https://el.wikisource.org	CC-BY-SA 3.0	TXT	331	15298	NA	NA	NA
1045	0557-005	1	200	Epictetus	Gnomologium Epicteteum	Philosophy		https://el.wikisource.org	CC-BY-SA 3.0	TXT	2157	15299	NA	NA	NA
1047	1389-001	1	200	Harpocration	Lexicon in decem oratores Atticos	Language		Perseus	CC BY-SA 4.0	XML	43594	780	NA	NA	NA
1049	1413-001	1	200	Heraclitus	De incredibilibus	Paradoxography		https://el.wikisource.org	CC-BY-SA 3.0	TXT	2050	15850	NA	NA	NA
1053	0071-001	1	200	Periplus Maris Erythraei	Anonymi (Arriani, ut fertur) periplus maris Erythraei	Geography		https://el.wikisource.org	CC-BY-SA 3.0	TXT	7035	21	NA	NA	NA
1054	0007-001	1	200	Plutarchus	Theseus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	8411	5785	NA	NA	NA
1055	0007-002	1	200	Plutarchus	Romulus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	10541	5781	NA	NA	NA
1056	0007-003	1	200	Plutarchus	Comparatio Thesei et Romuli	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1301	6496	NA	NA	NA
1057	0007-004	1	200	Plutarchus	Lycurgus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	10792	980	Vanessa Gorman's Ancient Greek Prose Dependency Treebanks	https://github.com/vgorman1/Greek-Dependency-Trees	Vanessa Gorman
1058	0007-005	1	200	Plutarchus	Numa	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	8467	5777	NA	NA	NA
1059	0007-006	1	200	Plutarchus	Comparatio Lycurgi et Numae	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1797	6497	NA	NA	NA
1060	0007-007	1	200	Plutarchus	Solon	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	9775	576	NA	NA	NA
1061	0007-008	1	200	Plutarchus	Publicola	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	6593	6487	NA	NA	NA
1062	0007-009	1	200	Plutarchus	Comparatio Solonis et Publicolae	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1066	6498	NA	NA	NA
1063	0007-010	1	200	Plutarchus	Themistocles	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	9017	5784	NA	NA	NA
1064	0007-011	1	200	Plutarchus	Camillus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	12243	5765	NA	NA	NA
1065	0007-012	1	200	Plutarchus	Pericles	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	11266	575	NA	NA	NA
1066	0007-013	1	200	Plutarchus	Fabius Maximus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	8686	6488	NA	NA	NA
1067	0007-014	1	200	Plutarchus	Comparatio Periclis et Fabii Maximi	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	789	6501	NA	NA	NA
1068	0007-015	1	200	Plutarchus	Alcibiades	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	11456	5763	Vanessa Gorman's Ancient Greek Prose Dependency Treebanks	https://github.com/vgorman1/Greek-Dependency-Trees	Vanessa Gorman
1069	0007-016	1	200	Plutarchus	Marcius Coriolanus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	10608	6489	NA	NA	NA
1070	0007-017	1	200	Plutarchus	Comparatio Alcibiadis et Marcii Coriolani	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1199	6503	NA	NA	NA
1071	0007-018	1	200	Plutarchus	Timoleon	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	10102	5787	NA	NA	NA
1072	0007-019	1	200	Plutarchus	Aemilius Paullus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	11039	5762	NA	NA	NA
1073	0007-020	1	200	Plutarchus	Comparatio Aemilii Paulli et Timoleontis	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	539	6508	NA	NA	NA
1074	0007-021	1	200	Plutarchus	Pelopidas	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	10643	978	NA	NA	NA
1075	0007-022	1	200	Plutarchus	Marcellus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	9469	5775	NA	NA	NA
1076	0007-023	1	200	Plutarchus	Comparatio Pelopidae et Marcelli	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	906	6506	NA	NA	NA
1077	0007-024	1	200	Plutarchus	Aristides	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	9205	5764	NA	NA	NA
1078	0007-025	1	200	Plutarchus	Cato Maior	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	9096	6016	NA	NA	NA
1079	0007-026	1	200	Plutarchus	Comparatio Aristidis et Catonis	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1645	6499	NA	NA	NA
1080	0007-027	1	200	Plutarchus	Philopoemen	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	6357	5779	NA	NA	NA
1081	0007-028	1	200	Plutarchus	Titus Flamininus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	6560	5771	NA	NA	NA
1082	0007-029	1	200	Plutarchus	Comparatio Philopoemenis et Titi Flaminini	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	616	6513	NA	NA	NA
1083	0007-030	1	200	Plutarchus	Pyrrhus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	12334	305	NA	NA	NA
1084	0007-031	1	200	Plutarchus	Marius	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	14341	5774	NA	NA	NA
1085	0007-032	1	200	Plutarchus	Lysander	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	9216	5773	NA	NA	NA
1086	0007-033	1	200	Plutarchus	Sulla	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	12910	5783	NA	NA	NA
1087	0007-034	1	200	Plutarchus	Comparatio Lysandri et Sullae	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1404	6504	NA	NA	NA
1088	0007-035	1	200	Plutarchus	Cimon	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	6594	5768	NA	NA	NA
1089	0007-036	1	200	Plutarchus	Lucullus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	15073	443	NA	NA	NA
1090	0007-037	1	200	Plutarchus	Comparatio Cimonis et Luculli	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1103	6500	NA	NA	NA
1091	0007-038	1	200	Plutarchus	Nicias	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	10146	5776	NA	NA	NA
1092	0007-039	1	200	Plutarchus	Crassus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	11527	5770	NA	NA	NA
1093	0007-040	1	200	Plutarchus	Comparatio Niciae et Crassi	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1377	6502	NA	NA	NA
1094	0007-041	1	200	Plutarchus	Eumenes	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	6198	303	NA	NA	NA
1095	0007-042	1	200	Plutarchus	Sertorius	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	7449	5782	NA	NA	NA
1096	0007-043	1	200	Plutarchus	Comparatio Eumenis et Sertorii	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	442	6510	NA	NA	NA
1097	0007-044	1	200	Plutarchus	Agesilaus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	12210	273	NA	NA	NA
1098	0007-045	1	200	Plutarchus	Pompeius	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	22779	304	NA	NA	NA
1099	0007-046	1	200	Plutarchus	Comparatio Agesilai et Pompeii	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	1219	6505	NA	NA	NA
1100	0007-047	1	200	Plutarchus	Alexander	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	22724	294	NA	NA	NA
1101	0007-048	1	200	Plutarchus	Caesar	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	17974	298	NA	NA	NA
1102	0007-049	1	200	Plutarchus	Phocion	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	9551	5780	NA	NA	NA
1103	0007-050	1	200	Plutarchus	Cato Minor	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	18934	299	NA	NA	NA
1104	0007-051a	1	200	Plutarchus	Agis et Cleomenes	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	5068		NA	NA	NA
1105	0007-051b	1	200	Plutarchus	Agis et Cleomenes	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	10079		NA	NA	NA
1106	0007-052a	1	200	Plutarchus	Tiberius et Gaius Gracchus	Biography	Attic/Koine	Perseus	CC BY-SA 4.0	XML	5629		NA	NA	NA
